stem,stem_genders
SrAta,mfn
SrAdDa,mfn
SrAdDa,n
SrAdDakara,m
SrAdDakartf,m
SrAdDakarman,n
SrAdDakarmaviDi,m
SrAdDakalA,f
SrAdDakalpa,m
SrAdDakalpadIpa,m
SrAdDakalpadruma,m
SrAdDakalpaBAzyagoBilIya,n
SrAdDakalpalatA,f
SrAdDakalpasUtra,n
SrAdDakARqa,m
SrAdDakARqasaMgraha,m
SrAdDakArikA,f
SrAdDakAryanirRayasaMkzepa,m
SrAdDakAla,m
SrAdDakASikA,f
SrAdDakft,m
SrAdDakOmudI,f
SrAdDakriyA,f
SrAdDagaRapati,m
SrAdDaguRasaMgraha,m
SrAdDacandrikA,f
SrAdDacintAmaRi,m
SrAdDatattva,n
SrAdDatattvawIkA,f
SrAdDatilaka,m
SrAdDatva,n
SrAdDada,m
SrAdDadarpaRa,m
SrAdDadina,n
SrAdDadIDiti,f
SrAdDadIpa,m
SrAdDadIpakalikA,f
SrAdDadIpikA,f
SrAdDadeva,m
SrAdDadevatA,f
SrAdDadevatAnirRaya,m
SrAdDadevatva,n
SrAdDadvAsaptatikalA,f
SrAdDanavakaRqikAsUtra,n
SrAdDanirUpaRa,n
SrAdDanirRaya,m
SrAdDapaNkti,f
SrAdDapadDati,f
SrAdDapallava,m
SrAdDapArijAta,m
SrAdDaprakASa,m
SrAdDaprakIrRakArikA,f
SrAdDapradIpa,m
SrAdDapraBA,f
SrAdDaprayoga,m
SrAdDaprayogacintAmaRi,m
SrAdDaprayogapadDati,f
SrAdDapraSaMsA,f
SrAdDabrAhmaRa,n
SrAdDaBAskaraprayogapadDati,f
SrAdDaBuj,mfn
SrAdDaBojana,n
SrAdDamaYjarI,f
SrAdDamayUKa,m
SrAdDamitra,mfn
SrAdDamImAMsA,f
SrAdDaratna,n
SrAdDarahasya,n
SrAdDavacanasaMgraha,m
SrAdDavamanaprAyaScitta,n
SrAdDavarRana,n
SrAdDavasizWa,mn
SrAdDavAsara,mn
SrAdDaviDi,m
SrAdDaviveka,m
SrAdDavivekasaMgraha,m
SrAdDavfttiprakaraRa,n
SrAdDavyavasTAsaMkzepa,m
SrAdDaSAka,n
SrAdDaSizwa,n
SrAdDasaMkalpa,m
SrAdDasaMkalpaviDi,m
SrAdDasaMgraha,m
SrAdDasamuccaya,m
SrAdDasAgara,m
SrAdDasAra,m
SrAdDasUtaka,mfn
SrAdDasUtakaBojana,n
SrAdDasUtra,n
SrAdDasOKya,n
SrAdDastabaka,m
SrAdDahemAdri,mn
SrAdDAdarSa,m
SrAdDAdiviDi,m
SrAdDADikAra,m
SrAdDADikArinirRaya,m
SrAdDAnukramaRikA,f
SrAdDAparArka,m
SrAdDABimarSana,n
SrAdDASOcIyadarpaRa,m
SrAdDAha,m
SrAdDAhnika,mfn
SrAdDika,mfn
SrAdDika,n
SrAdDin,mfn
SrAdDIya,mfn
SrAdDendu,m
SrAdDopayogin,mfn
SrAnta,mfn
SrAnta,m
SrAnta,n
SrAntacitta,mfn
SrAntamanas,mfn
SrAntasaMvAhana,n
SrAntasad,mfn
SrAntahfdaya,mfn
SrAntAgata,mfn
SrApin,mfn
SrAma,m
SrAmaRa,n
SrAmaRaka,m
SrAmaRI,f
SrAmaRera,m
SrAmaReraka,m
SrAmaRya,n
SrAya,mfn
SrAya,m
SrAyat,mfn
SrAyantIya,n
SrAyasa,mfn
SrAyasa,m
SrAva,m
SrAvaka,mfn
SrAvaka,m
SrAvakakftya,n
SrAvakatva,n
SrAvakayAna,n
SrAvakavrata,n
SrAvakAnuzWAnaviDi,m
SrAvakArADana,n
SrAvaRa,mfn
SrAvaRa,m
SrAvaRa,f
SrAvaRa,n
SrAvaRakarman,n
SrAvaRakarmasarpabaliprayoga,m
SrAvaRatva,n
SrAvaRadvAdaSI,f
SrAvaRadvAdaSIpAraRaviDi,m
SrAvaRadvAdaSImAhAtmya,n
SrAvaRadvAdaSIvrata,n
SrAvaRadvAdaSIvratakalpa,m
SrAvaRanizeDavacana,n
SrAvaRamAhAtmya,n
SrAvaRaviDi,m
SrAvaRaSanivAravrata,n
SrAvaRaSuklacaturTI,f
SrAvaRaSuklatftIyA,f
SrAvaRahomamantra,m
SrAvaRika,mfn
SrAvaRikA,f
SrAvaRikAvrata,n
SrAvaRI,f
SrAvaRIkarman,n
SrAvaRIkarmaviDi,m
SrAvaRIpadDati,f
SrAvaRIprayoga,m
SrAvaRIya,mfn
SrAvaRotsargakarman,n
SrAvayatpati,mfn
SrAvayatsaKi,mfn
SrAvayitavya,mfn
SrAvasta,m
SrAvastaka,m
SrAvastI,f
SrAvasteya,mfn
SrAvikA,f
SrAvikAtva,n
SrAvita,mfn
SrAvita,n
SrAvitf,m
SrAvin,mfn
SrAvizWa,mfn
SrAvizWAyana,m
SrAvizWIya,mfn
SrAvya,mfn
Srit,mfn
Srita,mfn
Sritakzama,mfn
Sritavat,mfn
Sritasattva,mfn
Sriti,f
Srimanya,n
Sriyammanya,mfn
SriyA,f
SriyAditya,m
SriyAnakula,m
SriyAvAsa,m
SriyAvAsin,m
SrI,mfn
SrI,f
SrI,m
SrIAhnika,n
SrIka,m
SrIkajAka,n
SrIkaRWa,m
SrIkaRWakaRWa,m
SrIkaRWakaRWatawinI,f
SrIkaRWacarita,n
SrIkaRWatA,f
SrIkaRWatIrTa,m
SrIkaRWatriSatI,f
SrIkaRWadatta,m
SrIkaRWadeva,m
SrIkaRWadeSa,m
SrIkaRWanATIya,n
SrIkaRWanilaya,m
SrIkaRWapadalAYCana,m
SrIkaRWaBAzya,n
SrIkaRWamAhAtmya,n
SrIkaRWamiSra,m
SrIkaRWavizaya,m
SrIkaRWaSamBu,m
SrIkaRWaSarman,m
SrIkaRWaSiva,m
SrIkaRWasaKa,m
SrIkaRWastava,m
SrIkaRWikA,f
SrIkaRWIya,mfn
SrIkaRWIyasaMhitA,f
SrIkandA,f
SrIkayyasvAmin,m
SrIkara,mfn
SrIkara,m
SrIkara,n
SrIkaraRa,mfn
SrIkaraRAdi,m
SrIkaraRADyakza,m
SrIkarRa,m
SrIkarRadeva,m
SrIkarRIyaka,m
SrIkallawa,m
SrIkavaca,n
SrIkAnta,m
SrIkAntAkaTA,f
SrIkAma,mfn
SrIkAmA,f
SrIkAra,m
SrIkArin,m
SrIkIrti,f
SrIkuYja,n
SrIkuRqa,n
SrIkula,n
SrIkUrmamAhAtmya,n
SrIkfcCra,m
SrIkfzRa,m
SrIkfzRatarkAlaMkAraBawwAcArya,m
SrIkfzRatIrTa,m
SrIkfzRanyAyavAgISaBawwAcArya,m
SrIkfzRarAya,m
SrIkfzRavidyAvAgISa,m
SrIkfzRavipra,m
SrIkfzRasarasvatI,m
SrIkfzRasarojaBramarI,f
SrIkfzRAlaMkAra,m
SrIkeSava,m
SrIkeSavAcArya,m
SrIkoSahfdaya,n
SrIkrama,m
SrIkramacandrikA,f
SrIkramatantra,n
SrIkramasaMhitA,f
SrIkriyArUpiRI,f
SrIkzatra,n
SrIkzetra,n
SrIKaRqa,m
SrIKaRqaKaRqa,m
SrIKaRqacarcA,f
SrIKaRqadAsa,m
SrIKaRqadruma,m
SrIKaRqapfTvIDara,m
SrIKaRqavilepana,n
SrIKaRqaSItala,mfn
SrIKaRqaSEla,m
SrIKaRqANgarAga,m
SrIKaRqArdravilepana,n
SrIKaRqI,f
SrIKaRqIvedAntasAra,m
SrIgaReSa,m
SrIgaReSA,f
SrIgadita,n
SrIgarBa,mfn
SrIgarBa,m
SrIgarBaratna,n
SrIgarBA,f
SrIgiri,m
SrIguRaratnakoSa,m
SrIguRaleKA,f
SrIguRasahasranAman,n
SrIgunna,m
SrIgupta,m
SrIgurusahasranAmastotra,n
SrIgozWImAhAtmya,n
SrIgraha,m
SrIgrAma,m
SrIgrAmara,m
SrIGana,n
SrIGana,m
SrIcakra,n
SrIcakranyAsakavaca,n
SrIcakrapattra,n
SrIcakrapUjAviDi,m
SrIcaNkuRavihAra,m
SrIcaRqa,m
SrIcandana,n
SrIcandra,m
SrIcUrRaparipAlana,n
SrIja,m
SrIjagadrAma,m
SrIjyotirISvara,m
SrIRA,f
SrIta,mfn
SrItattvaniDi,m
SrItattvaboDinI,f
SrItala,n
SrItAqa,m
SrItAla,m
SrItIrTa,n
SrItejas,m
SrItrikawukavihAra,m
SrIda,mfn
SrIda,m
SrIdatta,m
SrIdayita,m
SrIdarpaRa,m
SrIdarSana,m
SrIdaSAkzara,m
SrIdA,f
SrIdAkzinagara,n
SrIdAmacarita,n
SrIdAman,m
SrIdAmanandadAtrI,f
SrIdAmeSvaravallaBA,f
SrIdurgAyantra,n
SrIdeva,m
SrIdevA,f
SrIdruma,m
SrIDanvipurImAhAtmya,n
SrIDara,m
SrIDara,n
SrIDaradAsa,m
SrIDaranandin,m
SrIDarapati,m
SrIDarapadDati,f
SrIDaramAlava,m
SrIDarasena,m
SrIDarasvAmin,m
SrIDarAnanda,m
SrIDarIpaYcadaSI,f
SrIDarIya,n
SrIDarIyavyAKyA,f
SrIDarIyasaMhitA,f
SrIDarendra,m
SrIDarolanagara,n
SrIDAman,n
SrIDra,m
SrInagara,n
SrInandana,m
SrInandIya,n
SrInarendrapraBA,f
SrInarendreSvara,m
SrInATa,m
SrInAradapurARa,n
SrIniketa,m
SrIniketa,n
SrIniketana,m
SrIniketana,n
SrInitambA,f
SrIniDi,m
SrInivAsa,m
SrInivAsakavacAntastotra,n
SrInivAsacampU,f
SrInivAsatIrTa,m
SrInivAsadAsa,m
SrInivAsadIkzitIya,n
SrInivAsadIpikA,f
SrInivAsabrahmatantraparakAlasvAmyazwottaraSata,n
SrInivAsamAhAtmya,n
SrInivAsarAGava,m
SrInivAsaSizya,m
SrInivAsA,f
SrInivAsIya,n
SrInIlakaRWa,m
SrIpaYcamI,f
SrIpaYcamIvrata,n
SrIpati,m
SrIpatigovinda,m
SrIpatigranTa,m
SrIpatidatta,m
SrIpatipadDati,f
SrIpatiBAzya,n
SrIpativyavahAranirRaya,m
SrIpativyavahArasamuccaya,m
SrIpatiSizya,m
SrIpatisaMhitA,f
SrIpatIya,n
SrIpattana,n
SrIpaTa,m
SrIpadI,f
SrIpadDati,f
SrIpadDatipradIpa,m
SrIpadma,m
SrIparApUjana,n
SrIparRa,n
SrIparRi,f
SrIparRikA,f
SrIparRI,f
SrIparvata,m
SrIpA,mfn
SrIpAYcarAtra,n
SrIpAYcarAtrArADana,n
SrIpAda,m
SrIpAla,m
SrIpAlacarita,n
SrIpAlita,m
SrIpizwa,m
SrIpuwa,m
SrIpuwozWa,mfn
SrIputra,m
SrIpura,n
SrIpuruzottamatattva,n
SrIpuzpa,n
SrIpUjAmahApadDati,f
SrIprada,mfn
SrIpraBAva,m
SrIpraSna,m
SrIprasUna,n
SrIpriya,n
SrIPala,m
SrIPala,n
SrIPalakfcCra,m
SrIPalavarDinI,f
SrIPalA,f
SrIPalikA,f
SrIPalI,f
SrIbaka,m
SrIbappa,m
SrIbappapAdIyavihAra,m
SrIbabba,m
SrIbali,m
SrIbApa,m
SrIbera,n
SrIBakza,m
SrIBawwa,m
SrIBaqa,m
SrIBadra,m
SrIBadrA,f
SrIBartf,m
SrIBAgavata,n
SrIBAnu,m
SrIBAzya,n
SrIBAzyadIpa,m
SrIBAzyavftti,f
SrIBAzyavfttyupanyAsa,m
SrIBAzyasaMgraha,m
SrIBAzyAnDrawIkA,f
SrIBAzyodAhftopanizadvAkyavivaraRa,n
SrIBrAtf,m
SrImakuwa,n
SrImaNgala,m
SrImaNgala,n
SrImacCataSalAkin,mfn
SrImaYju,m
SrImaRas,mfn
SrImaRqapa,m
SrImat,mfn
SrImat,m
SrImati,f
SrImatI,f
SrImatottara,n
SrImatkumBa,n
SrImattama,mfn
SrImattA,f
SrImada,m
SrImaddattopanizad,f
SrImanas,mfn
SrImanta,mfn
SrImannfpurI,f
SrImanmanya,mfn
SrImaya,mfn
SrImalA,f
SrImalApahA,f
SrImallakarRi,m
SrImastaka,m
SrImahAdevI,f
SrImahiman,m
SrImahimnaHstava,m
SrImAla,m
SrImAlaKaRqa,mn
SrImAlapurARa,n
SrImAlamAhAtmya,n
SrImAlAdevIsiMhanAdasUtra,n
SrImAlinIvijayottara,n
SrImitra,m
SrImuKa,n
SrImuKa,m
SrImuKI,f
SrImuKIsahasranAman,n
SrImudrA,f
SrImuz,mfn
SrImuzwimAhAtmya,n
SrImuzRamAhAtmya,n
SrImUrti,f
SrIya,mfn
SrIyaSas,n
SrIyaSas,m
SrIyaSasa,n
SrIyAka,m
SrIyAmala,n
SrIyukta,mfn
SrIyuta,mfn
SrIraNga,m
SrIraNga,n
SrIraNgagadya,n
SrIraNgagurustotra,n
SrIraNgadeva,m
SrIraNgadevadevAlayapradakziRa,n
SrIraNganATa,m
SrIraNganATakzamAzoqaSI,f
SrIraNganATaprapatti,f
SrIraNganATamaNgalASAsana,n
SrIraNganATasupraBAta,n
SrIraNganATastotra,n
SrIraNganATArADanakrama,m
SrIraNganATAzwottaraSata,n
SrIraNganAyakI,f
SrIraNganAyakIstuti,f
SrIraNganAyakIstotra,n
SrIraNgapattana,n
SrIraNgamAhAtmya,n
SrIraNgarAjacatuzwaya,n
SrIraNgarAjastava,m
SrIraNgarAjastotra,n
SrIraNgavimAnastotra,n
SrIraNgasaptaprAkArapradakziRaviDi,m
SrIraNgeSa,m
SrIratnagiri,m
SrIratnAkara,m
SrIrasa,m
SrIrAga,m
SrIrAGavIya,n
SrIrAjacUqAmaRidIkzita,m
SrIrADAvallaBa,m
SrIrAma,m
SrIrAmakalpadruma,m
SrIrAmanavamI,f
SrIrAmapadDati,f
SrIrAmamaNgala,n
SrIrAmarakzA,f
SrIrAmastuti,f
SrIrAmodanta,m
SrIrAzwramitrAyuzkAma,mfn
SrIrudrahfdayopanizad,f
SrIrUpA,f
SrIla,mfn
SrIlakzmaRa,mfn
SrIlakzman,m
SrIlatA,f
SrIlaSrIvopadeva,m
SrIlahanumat,m
SrIlABa,m
SrIleKA,f
SrIvacanaBUzaRamImAMsA,f
SrIvat,mfn
SrIvatsa,m
SrIvatsakin,m
SrIvatsaDArin,m
SrIvatsapiRyAka,m
SrIvatsaBft,m
SrIvatsamuktikanandyAvartalakzitapARipAdatalatA,f
SrIvatsalakzman,m
SrIvatsalAYCana,m
SrIvatsANka,mfn
SrIvatsANka,m
SrIvada,m
SrIvaBAsa,m
SrIvara,m
SrIvaraboDiBagavat,m
SrIvarAha,m
SrIvarDana,m
SrIvallaBa,m
SrIvallI,f
SrIvasukra,m
SrIvaha,m
SrIvAYCeSvaramAhAtmya,n
SrIvAwI,f
SrIvAraka,m
SrIvAsa,m
SrIvAsaka,m
SrIvAsas,m
SrIvidyA,f
SrIvidyAtriSatI,f
SrIvidyApadDati,f
SrIvidyApUjApadDati,f
SrIvidyArcanacandrikA,f
SrIvidyArcanapadDati,f
SrIvidyAvizaya,m
SrIvidyottaratApinI,f
SrIviSAla,mfn
SrIvizRupadI,f
SrIvfkza,m
SrIvfkzaka,m
SrIvfkzakanavamIvrata,n
SrIvfkzakin,mfn
SrIvfdDi,f
SrIvezwa,m
SrIvezwaka,m
SrIvEdyanATamAhAtmya,n
SrIvEzRava,m
SrIvEzRavAcArasaMgraha,m
SrISa,m
SrISataka,n
SrISalmalIBARqatIrTa,n
SrISA,f
SrISAnta,m
SrISuka,m
SrISukatIrTa,n
SrISEla,m
SrISElaKaRqa,m
SrISElatAtAcArya,m
SrISElamAhAtmya,n
SrISElopAKyAna,n
SrISyAmalAmbAstotra,n
SrISlokapadDati,f
SrISvara,m
SrIzavAyaRa,n
SrIzeRa,m
SrIzeRA,f
SrIsaMgrAma,m
SrIsaMjYa,n
SrIsaMsTA,f
SrIsaMhitA,f
SrIsamBUtA,f
SrIsarasvatI,f
SrIsahasra,n
SrIsahodara,m
SrIsidDi,f
SrIsuKa,m
SrIsUkta,n
SrIsUktanyAsa,m
SrIsUktaviDAna,n
SrIsUktaviDi,m
SrIstava,m
SrIstuti,f
SrIsTala,n
SrIsTalaprakASa,m
SrIsTalamAhAtmya,n
SrIsmaraRadarpaRa,m
SrIsraja,n
SrIsvarUpa,m
SrIsvarUpiRI,f
SrIsvAmin,m
SrIhara,mfn
SrIhari,m
SrIharistotra,n
SrIharza,m
SrIhastinI,f
Srut,mfn
Srut,f
Sruta,mfn
Sruta,m
Sruta,n
Srutafzi,mfn
SrutaMjaya,m
SrutaMDara,m
Srutakakza,m
Srutakarman,m
SrutakAma,mfn
SrutakIrti,m
SrutakIrti,f
Srutakevalin,m
Srutagraha,m
Srutatva,n
SrutadIpa,m
Srutadeva,m
SrutadevA,f
SrutadevI,f
SrutaDara,mfn
SrutaDara,m
SrutaDarman,m
SrutaDAraRa,mfn
SrutaDi,m
SrutaDvaja,m
Srutanigadin,mfn
Srutanizkraya,m
SrutapAraga,mfn
SrutapAradfSvan,mfn
SrutapAla,m
SrutapUrva,mfn
SrutaprakASa,mfn
SrutaprakASikA,f
SrutaprakASikAKaRqana,n
SrutaprakASikAcAryakftarahasyatraya,n
SrutaprakASikAtAtparyadIpikA,f
SrutaprakASikAsaMgraha,m
SrutapradIpa,m
SrutapradIpikA,f
SrutabanDu,m
SrutaboDa,m
SrutaBAvaprakASikA,f
SrutaBft,mfn
Srutamaya,mfn
SrutamAtra,n
Srutayukta,mfn
SrutaraTa,mfn
Srutarya,m
Srutarvan,mfn
Srutarzi,m
Srutarzi,mfn
Srutavat,mfn
Srutavat,m
Srutavadana,mfn
SrutavarDana,m
Srutavarman,m
Srutavid,m
SrutavindA,f
Srutavismfta,mfn
Srutavftta,n
SrutavfttAQya,mfn
Srutavfttopapanna,mfn
SrutavfdDa,m
SrutaSabdArTasamuccaya,m
SrutaSarman,m
SrutaSAlin,mfn
SrutaSIla,n
SrutaSIla,m
SrutaSIlavat,mfn
SrutaSIlasampanna,mfn
SrutaSIlopasampanna,mfn
SrutaSravas,m
SrutaSravas,f
SrutaSravonuja,m
SrutaSrI,m
SrutaSroRI,f
Srutasad,mfn
Srutasena,m
SrutasenA,f
Srutasoma,m
SrutasomA,f
SrutA,f
SrutAYjanawIkA,f
SrutAdAna,n
SrutADyayanasampanna,mfn
SrutAnIka,m
SrutAnta,m
SrutAnvita,mfn
SrutAmaGa,mfn
SrutAyu,m
SrutAyuDa,m
SrutAyus,m
SrutArTa,mfn
SrutArTa,m
SrutArTA,f
SrutAvatI,f
Sruti,f
Srutikawa,m
Srutikawu,mfn
Srutikawu,m
SrutikaTita,mfn
Srutikalpadruma,m
SrutikalpalatA,f
SrutikIrti,f
SrutigItA,f
Srutigocara,mfn
SruticandrikA,f
SruticikitsA,f
Sruticodana,n
SrutijAtiviSArada,mfn
SrutijIvikA,f
SrutitattvanirRaya,m
Srutitatpara,mfn
SrutitA,f
SrutitAtparyanirRaya,m
Srutiduzwa,n
SrutidUzaka,mfn
SrutidvEDa,n
SrutiDara,m
Srutin,mfn
Srutinigadin,mfn
SrutinidarSana,n
SrutipaTa,m
SrutipaTagata,mfn
SrutipaTaprApta,mfn
SrutipaTamaDura,mfn
SrutipaTAyAta,mfn
SrutipAda,m
SrutipurARasaMgraha,m
SrutiprakASikA,f
SrutiprapAdikA,f
SrutiprasAdana,n
SrutiBAskara,m
SrutimaRqala,n
Srutimat,mfn
SrutimatAnumAna,n
Srutimaya,mfn
SrutimayUra,m
Srutimahat,mfn
SrutimArga,m
SrutimitaprakASikA,f
SrutimImAMsA,f
SrutimuktAPala,n
SrutimuKa,mfn
SrutimuKaramuKa,mfn
SrutimUla,n
SrutimUlaka,mfn
Srutimfgya,mfn
SrutiraYjanI,f
SrutiraYjinI,f
SrutilakzaRaprAyaScitta,n
Srutivacana,n
Srutivarjita,mfn
SrutivAksArasaMgraha,m
SrutivikrAyaka,mfn
Srutivipratipanna,mfn
Srutivivara,n
Srutivizaya,m
Srutivizaya,mfn
SrutivizayaguRa,mfn
SrutiveDa,m
SrutiSiras,n
SrutiSIla,mfn
SrutiSIlavat,mfn
SrutisaMkziptavarRana,n
SrutisaMgraha,m
SrutisAgara,m
SrutisAra,m
SrutisArapaYcaratna,n
SrutisArasamuccaya,m
SrutisArasamudDaraRaprakaraRa,n
SrutisuKa,mfn
SrutisuKada,mfn
SrutisuKAvaha,mfn
SrutisUktimAlA,f
SrutisUtratAtparyAmfta,n
Srutistuti,f
SrutisPowA,f
Srutismfti,f
SrutismftivirudDa,mfn
Srutismftivihita,mfn
SrutismftyAditAtparya,n
Srutismftyudita,mfn
SrutihArin,mfn
SrutkarRa,mfn
Srutya,mfn
Srutya,n
SrutyanuprAsa,m
Srutyantasuradruma,m
SrutyarTaratnamAlA,f
SrutyarTABAva,m
SrutyAnarTakya,n
Srutyukta,mfn
Srutyudita,mfn
SruDIya,n
SruDIyat,mfn
SruDya,n
Srumat,m
Sruzwi,f
Sruzwi,mfn
Sruzwi,m
Sruzwigu,mfn
Sruzwimat,mfn
SruzwIvan,mfn
SrUyamARa,mfn
SrUzA,f
SrewI,f
SreqI,f
SreRi,f
SreRika,m
SreRikapurARa,n
SreRikA,f
SreRikfta,mfn
SreRidat,mfn
SreRibadDa,mfn
SreRimat,mfn
SreRisTAna,n
SreRI,f
SreRIkfta,mfn
SreRIDarma,m
SreRIbanDa,m
SreRIBUta,mfn
SreRya,m
Sretf,m
SreDI,f
SreDIPala,n
SreDIvyavahAra,m
Sreman,m
SreyaHketa,mfn
SreyaHpariSrAma,m
Sreyas,mfn
Sreyas,m
Sreyas,n
Sreyasa,n
SreyasitarA,f
SreyasI,f
SreyasItarA,f
Sreyaskara,mfn
Sreyaskaratara,mfn
SreyaskaraBAzya,n
SreyaskAma,mfn
SreyaskAmatA,f
Sreyaskft,mfn
Sreyastara,mfn
Sreyastva,n
SreyAMsa,m
SreyoBikANkzin,mfn
Sreyomaya,mfn
SreyorTin,mfn
SrezWa,mfn
SrezWa,m
SrezWa,n
SrezWakAzWa,m
SrezWakAzWa,n
SrezWatama,mfn
SrezWatamA,f
SrezWatara,mfn
SrezWatA,f
SrezWatva,n
SrezWapAla,m
SrezWaBAj,mfn
SrezWayajYa,m
SrezWayAna,n
SrezWavarcas,mfn
SrezWavAc,mfn
SrezWaSAka,n
SrezWaSocis,mfn
SrezWasAman,n
SrezWasena,m
SrezWasTA,mfn
SrezWA,f
SrezWAnvaya,mfn
SrezWAmla,n
SrezWASrama,m
SrezWin,mfn
SrezWin,m
SrERya,m
SrEzWya,n
SrEzWyatama,mfn
SroRa,mfn
SroRa,m
SroRakowikarRa,m
SroRakowiviMSa,m
SroRA,f
SroRAparAnta,m
SroRi,f
SroRikapAla,n
SroRikA,f
SroRitawa,m
SroRideSa,m
SroRipratodin,mfn
SroRiPala,n
SroRiPalaka,n
SroRibimba,n
SroRimat,mfn
SroRiyugma,n
SroRiveDa,m
SroRisUtra,n
SroRI,f
SroRIkA,f
SroRIPala,n
SroRIBAra,m
SroRIsUtra,n
SroRya,m
Srotavya,mfn
Srotavya,n
Srotas,n
Srotu,m
SroturAti,mfn
Srotf,mfn
Srotf,m
Srotra,n
SrotrakAntA,f
Srotracit,mfn
SrotrajYa,mfn
SrotrajYatA,f
SrotratA,f
SrotradA,mfn
Srotranetramaya,mfn
Srotrapati,m
SrotrapadavI,f
SrotrapadAnuga,mfn
SrotraparamparA,f
SrotrapA,mfn
SrotrapAli,f
Srotrapuwa,m
Srotrapeya,mfn
SrotraBid,mfn
SrotraBft,mfn
Srotramaya,mfn
SrotramArga,m
SrotramUla,n
Srotraramya,mfn
Srotravat,mfn
Srotravartman,n
SrotravAdin,mfn
SrotraSuktipuwa,m
SrotrasaMvAda,m
SrotrasuKa,mfn
SrotrasparSin,mfn
Srotrasvin,mfn
SrotrahArin,mfn
SrotrahIna,mfn
SrotrAdi,n
SrotrAnukUla,mfn
SrotrApeta,mfn
SrotrABirAma,mfn
SrotrASayasuKa,mfn
Srotriya,mfn
Srotriya,m
SrotriyatA,f
Srotriyatva,n
Srotriyasva,n
Srotrendriya,n
Sromata,n
SrozamARa,mfn
SrOta,mfn
SrOta,n
SrOtafzi,m
SrOtakakza,n
SrOtakarmaRyASvalAyanopayogiprAyaScitta,n
SrOtakarman,n
SrOtakarmapadArTasaMgraha,m
SrOtakarmaprAyaScitta,n
SrOtagranTa,m
SrOtacandrikA,f
SrOtanfsiMhakArikA,f
SrOtapadArTanirvacana,n
SrOtapadDati,f
SrOtapariBAzAsaMgrahavftti,f
SrOtaprakriyA,f
SrOtaprayoga,m
SrOtaprayogasAman,n
SrOtapravAsaviDi,m
SrOtapraSna,m
SrOtapraSnottaravyavasTA,f
SrOtaprAyaScitta,n
SrOtaprAyaScittacandrikA,f
SrOtaprAyaScittaprayoga,m
SrOtamArga,m
SrOtamImAMsA,f
SrOtayajYadarSapOrRamAsikaprayoga,m
SrOtarza,m
SrOtarza,n
SrOtavAjapeya,n
SrOtavyAKyAna,n
SrOtaSrava,m
SrOtasarvasva,n
SrOtasidDAnta,m
SrOtasUtra,n
SrOtasUtraviDi,m
SrOtasUtravyAKyA,f
SrOtasmArtakarmapadDati,f
SrOtasmArtakriyA,f
SrOtasmArtaDarma,m
SrOtasmArtaviDi,m
SrOtahoma,m
SrOtAMqabilA,f
SrOtADAna,n
SrOtADAnapadDati,f
SrOtAnukramaRikA,f
SrOtAntyezwi,f
SrOtAhnika,n
SrOti,m
SrOtIya,mfn
SrOtollAsa,m
SrOtra,mfn
SrOtra,n
SrOtriyaka,n
SrOmata,m
SrOmatya,m
SrOzwa,n
SrOzwi,mfn
SrOzwIgava,n
SrOzwIya,n
SryAhva,n
SlakzRa,mfn
SlakzRa,m
SlakzRaka,mfn
SlakzRatara,mfn
SlakzRatA,f
SlakzRatIkzRAgra,mfn
SlakzRatvac,m
SlakzRana,n
SlakzRapattraka,m
SlakzRapizwa,mfn
SlakzRarUpasamanvita,mfn
SlakzRavAc,f
SlakzRavAdin,mfn
SlakzRaSilA,f
SlakzRA,f
SlakzRIkaraRa,n
SlaTa,mfn
SlaTatva,n
SlaTabanDana,mfn
SlaTalambin,mfn
SlaTaSila,mfn
SlaTasaMDi,mfn
SlaTANga,mfn
SlaTAdara,mfn
SlaTodyama,mfn
SlanavAsa,m
Slavana,m
SlAkzRaBArika,m
SlAkzRika,mfn
SlAGana,mfn
SlAGana,n
SlAGanIya,mfn
SlAGanIyatara,mfn
SlAGanIyatA,f
SlAGA,f
SlAGAvaha,mfn
SlAGita,mfn
SlAGin,mfn
SlAGizWa,mfn
SlAGya,mfn
SlAGyatama,mfn
SlAGyatara,mfn
SlAGyatA,f
SlAGyayOvanA,f
SlAGyAnvaya,mfn
Sliku,m
Sliku,mn
Sliku,fn
SlizA,f
Slizwa,mfn
SlizwaparamparitarUpaka,n
SlizwarUpaka,n
Slizwavartman,n
SlizwAkzepa,m
SlizwArTadIpaka,n
Slizwi,f
Slizwi,m
Slizwokti,f
SlIpada,n
SlIpadapraBava,m
SlIpadApaha,m
SlIpadin,mfn
SlIpadin,m
SlIla,mfn
Sleza,m
Slezaka,mfn
Slezakavi,m
SlezacampUrAmAyaRa,n
SlezacUqAmaRi,m
SlezaRIya,mfn
SlezaBittika,mfn
SlezA,f
SlezArTa,m
SlezArTa,mfn
SlezArTapadasaMgraha,m
Slezita,mfn
Slezin,mfn
Slezokti,f
SlezopamA,f
Slezmaka,n
SlezmakawAhaka,m
Slezmakfta,mfn
Slezmakzaya,m
Slezmagulma,m
SlezmaGana,m
SlezmaGna,mfn
SlezmaGnA,f
SlezmaGnI,f
Slezmaja,mfn
Slezmajvara,m
SlezmajvaranidAna,n
SlezmaRa,mfn
SlezmaRA,f
SlezmatyAga,m
Slezmaduzwa,mfn
SlezmaDAtu,m
Slezman,m
Slezman,n
Slezmapitta,n
Slezmapittajvara,m
